filename,width,height,class,xmin,ymin,xmax,ymax
doughnut006S(10).JPG,816,612,coin,125,341,191,403
doughnut006S(11).JPG,816,612,doughnut,380,323,637,425
doughnut006S(11).JPG,816,612,coin,138,364,205,428
doughnut006S(12).JPG,816,612,doughnut,395,286,661,375
doughnut006S(12).JPG,816,612,coin,107,332,173,395
doughnut006S(13).JPG,816,612,doughnut,416,288,675,370
doughnut006S(13).JPG,816,612,coin,129,329,197,394
doughnut006S(14).JPG,816,612,doughnut,373,274,630,358
doughnut006S(14).JPG,816,612,coin,123,316,190,380
doughnut006S(15).JPG,816,612,doughnut,394,270,661,366
doughnut006S(15).JPG,816,612,coin,128,316,130,319
doughnut006S(16).JPG,816,612,doughnut,423,287,667,367
doughnut006S(16).JPG,816,612,coin,139,328,203,389
doughnut006S(17).JPG,816,612,doughnut,412,296,647,390
doughnut006S(17).JPG,816,612,coin,122,345,191,407
doughnut006S(18).JPG,816,612,doughnut,390,300,674,393
doughnut006S(18).JPG,816,612,coin,92,342,156,402
doughnut006S(19).JPG,816,612,doughnut,399,279,647,379
doughnut006S(19).JPG,816,612,coin,109,313,179,379
doughnut006S(2).JPG,816,612,doughnut,433,327,668,407
doughnut006S(2).JPG,816,612,coin,105,366,173,430
doughnut006S(3).JPG,816,612,doughnut,425,303,683,381
doughnut006S(3).JPG,816,612,coin,139,339,203,400
doughnut006S(4).JPG,816,612,doughnut,417,312,650,399
doughnut006S(4).JPG,816,612,coin,137,345,203,408
doughnut006S(5).JPG,816,612,doughnut,454,307,720,393
doughnut006S(5).JPG,816,612,coin,180,337,243,400
doughnut006S(6).JPG,816,612,doughnut,449,321,705,409
doughnut006S(6).JPG,816,612,coin,115,354,183,418
doughnut006S(7).JPG,816,612,doughnut,416,257,689,341
doughnut006S(7).JPG,816,612,coin,125,284,192,353
doughnut006S(8).JPG,816,612,doughnut,411,290,653,376
doughnut006S(8).JPG,816,612,coin,136,327,203,389
doughnut006T(1).JPG,816,612,doughnut,360,223,639,521
doughnut006T(1).JPG,816,612,coin,141,158,211,225
doughnut006T(10).JPG,816,612,doughnut,421,206,701,502
doughnut006T(10).JPG,816,612,coin,153,139,221,205
doughnut006T(11).JPG,816,612,doughnut,398,166,688,442
doughnut006T(11).JPG,816,612,coin,121,129,192,194
doughnut006T(12).JPG,816,612,doughnut,424,185,705,475
doughnut006T(12).JPG,816,612,coin,125,110,192,181
doughnut006T(13).JPG,816,612,doughnut,379,220,669,491
doughnut006T(13).JPG,816,612,coin,137,129,205,195
doughnut006T(14).JPG,816,612,doughnut,403,228,663,515
doughnut006T(14).JPG,816,612,coin,152,144,221,209
doughnut006T(15).JPG,816,612,doughnut,346,214,583,421
doughnut006T(15).JPG,816,612,coin,124,114,186,172
doughnut006T(16).JPG,816,612,doughnut,399,254,627,505
doughnut006T(16).JPG,816,612,coin,147,143,225,221
doughnut006T(17).JPG,816,612,doughnut,349,148,661,434
doughnut006T(17).JPG,816,612,coin,91,105,166,182
doughnut006T(18).JPG,816,612,doughnut,376,210,617,470
doughnut006T(18).JPG,816,612,coin,376,210,617,470
doughnut006T(2).JPG,816,612,doughnut,352,212,644,487
doughnut006T(2).JPG,816,612,coin,113,145,184,214
doughnut006T(3).JPG,816,612,doughnut,392,188,664,481
doughnut006T(3).JPG,816,612,coin,124,102,197,169
doughnut006T(4).JPG,816,612,doughnut,368,178,650,436
doughnut006T(4).JPG,816,612,coin,133,108,196,171
doughnut006T(5).JPG,816,612,doughnut,334,195,606,492
doughnut006T(5).JPG,816,612,coin,134,168,209,236
doughnut006T(6).JPG,816,612,doughnut,375,203,671,473
doughnut006T(6).JPG,816,612,coin,144,143,216,212
doughnut006T(7).JPG,816,612,doughnut,393,180,666,479
doughnut006T(7).JPG,816,612,coin,393,180,666,479
doughnut006T(8).JPG,816,612,doughnut,357,185,648,491
doughnut006T(8).JPG,816,612,coin,138,144,206,214
doughnut006T(9).JPG,816,612,doughnut,367,210,654,479
doughnut006T(9).JPG,816,612,coin,125,155,192,220
doughnut007S(1).JPG,816,612,doughnut,402,280,685,377
doughnut007S(1).JPG,816,612,coin,55,327,124,395
doughnut007S(10).JPG,816,612,doughnut,424,297,709,403
doughnut007S(10).JPG,816,612,coin,49,350,119,420
doughnut007S(11).JPG,816,612,doughnut,441,265,705,366
doughnut007S(11).JPG,816,612,coin,36,316,105,387
doughnut007S(12).JPG,816,612,doughnut,390,285,666,381
doughnut007S(12).JPG,816,612,coin,43,339,112,410
doughnut007S(13).JPG,816,612,doughnut,458,269,710,368
doughnut007S(13).JPG,816,612,coin,67,323,143,393
doughnut007S(14).JPG,816,612,doughnut,435,267,728,375
doughnut007S(14).JPG,816,612,coin,435,267,728,375
doughnut007S(15).JPG,816,612,doughnut,440,282,693,376
doughnut007S(15).JPG,816,612,coin,60,333,128,401
doughnut007S(2).JPG,816,612,doughnut,460,250,724,347
doughnut007S(2).JPG,816,612,coin,88,297,160,366
doughnut007S(3).JPG,816,612,doughnut,447,278,692,373
doughnut007S(3).JPG,816,612,coin,447,278,692,373
doughnut007S(4).JPG,816,612,doughnut,404,261,666,359
doughnut007S(4).JPG,816,612,coin,57,308,124,375
doughnut007S(5).JPG,816,612,doughnut,422,297,648,389
doughnut007S(5).JPG,816,612,coin,93,343,165,412
doughnut007S(6).JPG,816,612,doughnut,471,285,731,379
doughnut007S(6).JPG,816,612,coin,80,326,146,398
doughnut007S(7).JPG,816,612,doughnut,455,277,711,378
doughnut007S(7).JPG,816,612,coin,73,320,144,387
doughnut007S(8).JPG,816,612,doughnut,402,261,678,362
doughnut007S(8).JPG,816,612,coin,56,306,127,376
doughnut007S(9).JPG,816,612,doughnut,415,258,665,355
doughnut007S(9).JPG,816,612,coin,77,298,146,369
doughnut007T(1).JPG,816,612,doughnut,427,197,686,468
doughnut007T(1).JPG,816,612,coin,120,136,193,201
doughnut007T(10).JPG,816,612,doughnut,358,206,586,433
doughnut007T(10).JPG,816,612,coin,98,198,162,259
doughnut007T(11).JPG,816,612,doughnut,371,202,600,400
doughnut007T(11).JPG,816,612,coin,110,201,172,257
doughnut007T(12).JPG,816,612,doughnut,367,218,577,433
doughnut007T(12).JPG,816,612,coin,140,183,198,241
doughnut007T(13).JPG,816,612,doughnut,370,204,597,401
doughnut007T(13).JPG,816,612,coin,100,164,156,218
doughnut007T(14).JPG,816,612,doughnut,397,204,639,461
doughnut007T(14).JPG,816,612,coin,111,140,175,204
doughnut007T(15).JPG,816,612,doughnut,396,212,664,446
doughnut007T(15).JPG,816,612,coin,131,166,200,229
doughnut007T(2).JPG,816,612,doughnut,422,200,616,416
doughnut007T(2).JPG,816,612,coin,141,159,198,214
doughnut007T(3).JPG,816,612,doughnut,366,228,607,446
doughnut007T(3).JPG,816,612,coin,102,134,163,194
doughnut007T(4).JPG,816,612,doughnut,419,207,668,477
doughnut007T(4).JPG,816,612,coin,128,117,194,184
doughnut007T(5).JPG,816,612,doughnut,391,240,651,475
doughnut007T(5).JPG,816,612,coin,82,149,150,212
doughnut007T(6).JPG,816,612,doughnut,411,193,633,416
doughnut007T(6).JPG,816,612,coin,105,90,162,145
doughnut007T(7).JPG,816,612,doughnut,382,215,647,453
doughnut007T(7).JPG,816,612,coin,112,120,178,184
doughnut007T(8).JPG,816,612,doughnut,420,197,664,456
doughnut007T(8).JPG,816,612,coin,137,145,201,206
doughnut007T(9).JPG,816,612,doughnut,459,205,759,478
doughnut007T(9).JPG,816,612,coin,101,133,178,203
doughnut008S(1).JPG,816,612,doughnut,452,252,724,355
doughnut008S(1).JPG,816,612,coin,59,297,134,366
doughnut008S(10).JPG,816,612,doughnut,456,274,704,364
doughnut008S(10).JPG,816,612,coin,96,313,171,385
doughnut008S(11).JPG,816,612,doughnut,475,257,754,361
doughnut008S(11).JPG,816,612,coin,66,302,144,372
doughnut008S(12).JPG,816,612,doughnut,484,281,742,375
doughnut008S(12).JPG,816,612,coin,44,321,120,392
doughnut008S(13).JPG,816,612,doughnut,446,292,741,390
doughnut008S(13).JPG,816,612,coin,50,336,120,404
doughnut008S(14).JPG,816,612,doughnut,429,265,681,360
doughnut008S(14).JPG,816,612,coin,25,306,104,377
doughnut008S(2).JPG,816,612,doughnut,433,252,701,343
doughnut008S(2).JPG,816,612,coin,70,298,140,367
doughnut008S(3).JPG,816,612,doughnut,424,265,674,360
doughnut008S(3).JPG,816,612,coin,424,265,674,360
doughnut008S(4).JPG,816,612,doughnut,432,232,718,340
doughnut008S(4).JPG,816,612,coin,432,232,718,340
doughnut008S(5).JPG,816,612,doughnut,407,244,657,335
doughnut008S(5).JPG,816,612,coin,33,292,104,364
doughnut008S(6).JPG,816,612,doughnut,420,268,705,362
doughnut008S(6).JPG,816,612,coin,70,312,136,380
doughnut008S(7).JPG,816,612,doughnut,397,246,656,340
doughnut008S(7).JPG,816,612,coin,33,291,103,361
doughnut008S(8).JPG,816,612,doughnut,427,241,719,342
doughnut008S(8).JPG,816,612,coin,57,290,128,353
doughnut008S(9).JPG,816,612,doughnut,404,269,681,360
doughnut008S(9).JPG,816,612,coin,56,311,125,380
doughnut008T(1).JPG,816,612,doughnut,418,203,660,459
doughnut008T(1).JPG,816,612,coin,126,141,196,202
doughnut008T(10).JPG,816,612,doughnut,394,195,620,398
doughnut008T(10).JPG,816,612,coin,124,120,182,177
doughnut008T(11).JPG,816,612,doughnut,407,205,599,407
doughnut008T(11).JPG,816,612,coin,140,127,193,180
doughnut008T(12).JPG,816,612,doughnut,409,193,667,414
doughnut008T(12).JPG,816,612,coin,409,193,667,414
doughnut008T(13).JPG,816,612,doughnut,387,178,644,450
doughnut008T(13).JPG,816,612,coin,387,178,644,450
doughnut008T(14).JPG,816,612,doughnut,386,212,663,462
doughnut008T(14).JPG,816,612,coin,103,186,170,250
doughnut008T(2).JPG,816,612,doughnut,384,245,653,536
doughnut008T(2).JPG,816,612,coin,79,101,146,168
doughnut008T(3).JPG,816,612,doughnut,373,196,632,422
doughnut008T(3).JPG,816,612,coin,109,105,174,159
doughnut008T(4).JPG,816,612,doughnut,462,235,744,536
doughnut008T(4).JPG,816,612,coin,110,166,183,234
doughnut008T(5).JPG,816,612,doughnut,412,195,688,453
doughnut008T(5).JPG,816,612,coin,95,164,161,231
doughnut008T(6).JPG,816,612,doughnut,445,205,673,466
doughnut008T(6).JPG,816,612,coin,136,134,199,200
doughnut008T(7).JPG,816,612,doughnut,426,212,670,433
doughnut008T(7).JPG,816,612,coin,145,166,203,226
doughnut008T(8).JPG,816,612,doughnut,442,186,683,455
doughnut008T(8).JPG,816,612,coin,442,186,683,455
doughnut008T(9).JPG,816,612,doughnut,418,164,647,411
doughnut008T(9).JPG,816,612,coin,149,182,213,243
doughnut009S(1).JPG,816,612,doughnut,453,244,719,339
doughnut009S(1).JPG,816,612,coin,453,244,719,339
doughnut009S(10).JPG,816,612,doughnut,427,263,698,363
doughnut009S(10).JPG,816,612,coin,36,310,110,381
doughnut009S(11).JPG,816,612,doughnut,449,248,711,341
doughnut009S(11).JPG,816,612,coin,32,295,108,362
doughnut009S(12).JPG,816,612,doughnut,424,244,709,336
doughnut009S(12).JPG,816,612,coin,53,285,129,358
doughnut009S(13).JPG,816,612,doughnut,443,250,708,343
doughnut009S(13).JPG,816,612,coin,56,298,129,365
doughnut009S(14).JPG,816,612,doughnut,451,245,741,347
doughnut009S(14).JPG,816,612,coin,69,287,144,357
doughnut009S(2).JPG,816,612,doughnut,424,221,688,306
doughnut009S(2).JPG,816,612,coin,424,221,688,306
doughnut009S(3).JPG,816,612,doughnut,463,243,736,351
doughnut009S(3).JPG,816,612,coin,74,286,150,359
doughnut009S(4).JPG,816,612,doughnut,475,268,757,386
doughnut009S(4).JPG,816,612,coin,55,312,127,387
doughnut009S(5).JPG,816,612,doughnut,476,282,759,372
doughnut009S(5).JPG,816,612,coin,49,317,121,388
doughnut009S(6).JPG,816,612,doughnut,422,261,692,347
doughnut009S(6).JPG,816,612,coin,44,297,114,369
doughnut009S(7).JPG,816,612,doughnut,451,242,715,346
doughnut009S(7).JPG,816,612,coin,36,289,110,359
doughnut009S(8).JPG,816,612,doughnut,459,239,732,350
doughnut009S(8).JPG,816,612,coin,18,279,87,352
doughnut009S(9).JPG,816,612,doughnut,467,242,747,341
doughnut009S(9).JPG,816,612,coin,467,242,747,341
doughnut009T(1).JPG,816,612,doughnut,426,197,668,425
doughnut009T(1).JPG,816,612,coin,130,222,193,284
doughnut009T(10).JPG,816,612,doughnut,422,158,684,419
doughnut009T(10).JPG,816,612,coin,422,158,684,419
doughnut009T(11).JPG,816,612,doughnut,445,254,696,505
doughnut009T(11).JPG,816,612,coin,445,254,696,505
doughnut009T(12).JPG,816,612,doughnut,418,200,656,432
doughnut009T(12).JPG,816,612,coin,160,151,221,209
doughnut009T(13).JPG,816,612,doughnut,428,197,683,442
doughnut009T(13).JPG,816,612,coin,96,249,161,311
doughnut009T(14).JPG,816,612,doughnut,395,179,611,390
doughnut009T(14).JPG,816,612,coin,133,181,189,237
doughnut009T(2).JPG,816,612,doughnut,379,216,592,423
doughnut009T(2).JPG,816,612,coin,153,198,199,246
doughnut009T(3).JPG,816,612,doughnut,448,180,672,390
doughnut009T(3).JPG,816,612,coin,161,145,214,198
doughnut009T(4).JPG,816,612,doughnut,428,206,662,439
doughnut009T(4).JPG,816,612,coin,146,194,206,252
doughnut009T(5).JPG,816,612,doughnut,354,192,572,398
doughnut009T(5).JPG,816,612,coin,124,212,180,269
doughnut009T(6).JPG,816,612,doughnut,420,165,688,433
doughnut009T(6).JPG,816,612,coin,420,165,688,433
doughnut009T(7).JPG,816,612,doughnut,400,188,642,419
doughnut009T(7).JPG,816,612,coin,109,154,173,212
doughnut009T(8).JPG,816,612,doughnut,387,209,623,457
doughnut009T(8).JPG,816,612,coin,128,159,191,219
doughnut009T(9).JPG,816,612,doughnut,367,191,642,451
doughnut009T(9).JPG,816,612,coin,101,173,169,242
egg001S(1).JPG,816,612,Soft-boiled eggs,447,293,555,393
egg001S(1).JPG,816,612,coin,129,349,194,410
egg001S(2).JPG,816,612,Soft-boiled eggs,432,285,568,389
egg001S(2).JPG,816,612,coin,132,342,195,403
egg001S(3).JPG,816,612,Soft-boiled eggs,444,298,546,396
egg001S(3).JPG,816,612,coin,126,356,193,419
egg001S(4).JPG,816,612,Soft-boiled eggs,460,277,595,378
egg001S(4).JPG,816,612,coin,169,333,231,394
egg001S(5).JPG,816,612,Soft-boiled eggs,471,271,574,371
egg001S(5).JPG,816,612,coin,170,327,228,387
egg001S(6).JPG,816,612,Soft-boiled eggs,422,271,553,369
egg001S(6).JPG,816,612,coin,135,329,200,388
egg001S(7).JPG,816,612,Soft-boiled eggs,403,267,539,366
egg001S(7).JPG,816,612,coin,112,325,173,386
egg001T(1).JPG,816,612,Soft-boiled eggs,431,320,571,437
egg001T(1).JPG,816,612,coin,80,219,149,282
egg001T(2).JPG,816,612,Soft-boiled eggs,472,301,603,456
egg001T(2).JPG,816,612,coin,105,249,173,311
egg001T(3).JPG,816,612,Soft-boiled eggs,485,307,607,459
egg001T(3).JPG,816,612,coin,138,229,200,293
egg001T(4).JPG,816,612,Soft-boiled eggs,420,290,580,417
egg001T(4).JPG,816,612,coin,56,250,125,320
egg001T(5).JPG,816,612,Soft-boiled eggs,468,300,580,440
egg001T(5).JPG,816,612,coin,146,244,210,306
egg001T(6).JPG,816,612,Soft-boiled eggs,430,310,588,440
egg001T(6).JPG,816,612,coin,84,232,154,295
egg001T(7).JPG,816,612,Soft-boiled eggs,473,276,610,441
egg001T(7).JPG,816,612,coin,78,205,148,276
egg002s(1).JPG,816,612,Soft-boiled eggs,391,226,552,350
egg002s(1).JPG,816,612,coin,65,289,137,360
egg002s(2).JPG,816,612,Soft-boiled eggs,464,227,612,346
egg002s(2).JPG,816,612,coin,151,292,216,355
egg002s(3).JPG,816,612,Soft-boiled eggs,483,250,596,365
egg002s(3).JPG,816,612,coin,159,319,224,381
egg002s(4).JPG,816,612,Soft-boiled eggs,496,230,619,348
egg002s(4).JPG,816,612,coin,171,292,236,355
egg002s(5).JPG,816,612,Soft-boiled eggs,439,226,583,342
egg002s(5).JPG,816,612,coin,131,290,198,353
egg002s(6).JPG,816,612,Soft-boiled eggs,417,218,578,347
egg002s(6).JPG,816,612,coin,64,286,135,357
egg002s(7).JPG,816,612,Soft-boiled eggs,441,225,577,353
egg002s(7).JPG,816,612,coin,75,302,148,373
egg002s(8).JPG,816,612,Soft-boiled eggs,408,203,566,331
egg002s(8).JPG,816,612,coin,28,269,107,343
egg002s(9).JPG,816,612,Soft-boiled eggs,437,230,565,351
egg002s(9).JPG,816,612,coin,70,288,145,358
egg002T(1).JPG,816,612,Soft-boiled eggs,523,319,656,482
egg002T(1).JPG,816,612,coin,173,300,243,370
egg002T(2).JPG,816,612,Soft-boiled eggs,539,263,665,415
egg002T(2).JPG,816,612,coin,138,300,200,361
egg002T(3).JPG,816,612,Soft-boiled eggs,502,255,674,391
egg002T(3).JPG,816,612,coin,88,312,162,385
egg002T(4).JPG,816,612,Soft-boiled eggs,479,265,648,390
egg002T(4).JPG,816,612,coin,115,262,187,329
egg002T(5).JPG,816,612,Soft-boiled eggs,498,240,622,388
egg002T(5).JPG,816,612,coin,147,262,207,323
egg002T(6).JPG,816,612,Soft-boiled eggs,481,250,614,420
egg002T(6).JPG,816,612,coin,97,225,168,299
egg002T(7).JPG,816,612,Soft-boiled eggs,478,294,635,427
egg002T(7).JPG,816,612,coin,118,266,190,335
egg002T(8).JPG,816,612,Soft-boiled eggs,529,243,678,423
egg002T(8).JPG,816,612,coin,130,218,208,295
egg002T(9).JPG,816,612,Soft-boiled eggs,458,298,629,426
egg002T(9).JPG,816,612,coin,106,277,180,348
egg003S(1).JPG,816,612,Soft-boiled eggs,501,231,641,336
egg003S(1).JPG,816,612,coin,193,284,258,353
egg003S(2).JPG,816,612,Soft-boiled eggs,470,266,577,373
egg003S(2).JPG,816,612,coin,127,320,195,384
egg003S(3).JPG,816,612,Soft-boiled eggs,449,271,581,369
egg003S(3).JPG,816,612,coin,135,327,197,386
egg003S(4).JPG,816,612,Soft-boiled eggs,461,260,568,361
egg003S(4).JPG,816,612,coin,116,315,187,379
egg003S(5).JPG,816,612,Soft-boiled eggs,469,295,607,400
egg003S(5).JPG,816,612,coin,154,347,220,412
egg003S(6).JPG,816,612,Soft-boiled eggs,422,316,559,415
egg003S(6).JPG,816,612,coin,125,372,191,432
egg003T(1).JPG,816,612,Soft-boiled eggs,488,285,620,455
egg003T(1).JPG,816,612,coin,101,276,178,353
egg003T(2).JPG,816,612,Soft-boiled eggs,505,301,636,481
egg003T(2).JPG,816,612,coin,131,282,205,355
egg003T(3).JPG,816,612,Soft-boiled eggs,440,272,562,425
egg003T(3).JPG,816,612,coin,99,258,169,328
egg003T(4).JPG,816,612,Soft-boiled eggs,474,245,628,361
egg003T(4).JPG,816,612,coin,167,269,234,334
egg003T(5).JPG,816,612,Soft-boiled eggs,494,266,621,421
egg003T(5).JPG,816,612,coin,176,272,244,340
egg003T(6).JPG,816,612,Soft-boiled eggs,456,344,621,469
egg003T(6).JPG,816,612,coin,119,299,192,370
egg004S(1).JPG,816,612,Soft-boiled eggs,585,275,724,406
egg004S(1).JPG,816,612,coin,50,335,124,410
egg004S(2).JPG,816,612,Soft-boiled eggs,502,225,670,354
egg004S(2).JPG,816,612,coin,80,294,156,370
egg004S(3).JPG,816,612,Soft-boiled eggs,500,250,636,382
egg004S(3).JPG,816,612,coin,80,316,153,386
egg004S(4).JPG,816,612,Soft-boiled eggs,515,244,676,361
egg004S(4).JPG,816,612,coin,95,313,171,387
egg004S(5).JPG,816,612,Soft-boiled eggs,502,252,626,371
egg004S(5).JPG,816,612,coin,70,318,147,389
egg004T(1).JPG,816,612,Soft-boiled eggs,317,307,458,408
egg004T(1).JPG,816,612,coin,125,253,186,312
egg004T(2).JPG,816,612,Soft-boiled eggs,442,261,549,397
egg004T(2).JPG,816,612,coin,139,218,194,279
egg004T(3).JPG,816,612,Soft-boiled eggs,435,299,614,437
egg004T(3).JPG,816,612,coin,81,207,160,281
egg004T(4).JPG,816,612,Soft-boiled eggs,415,308,533,466
egg004T(4).JPG,816,612,coin,80,269,150,333
egg004T(5).JPG,816,612,Soft-boiled eggs,422,364,577,485
egg004T(5).JPG,816,612,coin,146,231,214,296
egg005S(1).JPG,816,612,Soft-boiled eggs,454,191,584,312
egg005S(1).JPG,816,612,coin,226,254,301,326
egg005S(2).JPG,816,612,Soft-boiled eggs,500,215,652,341
egg005S(2).JPG,816,612,coin,131,285,202,351
egg005S(3).JPG,816,612,Soft-boiled eggs,515,217,647,343
egg005S(3).JPG,816,612,coin,137,288,208,356
egg005S(4).JPG,816,612,Soft-boiled eggs,483,208,650,338
egg005S(4).JPG,816,612,coin,115,278,186,350
egg005S(5).JPG,816,612,Soft-boiled eggs,472,203,606,329
egg005S(5).JPG,816,612,coin,88,267,165,339
egg005S(6).JPG,816,612,Soft-boiled eggs,405,203,566,327
egg005S(6).JPG,816,612,coin,189,272,263,343
egg005S(7).JPG,816,612,Soft-boiled eggs,453,164,584,289
egg005S(7).JPG,816,612,coin,227,232,297,299
egg005S(8).JPG,816,612,Soft-boiled eggs,424,167,593,299
egg005S(8).JPG,816,612,coin,204,237,281,307
egg005T(1).JPG,816,612,Soft-boiled eggs,523,273,659,383
egg005T(1).JPG,816,612,coin,76,270,134,331
egg005T(2).JPG,816,612,Soft-boiled eggs,477,290,586,424
egg005T(2).JPG,816,612,coin,129,267,189,325
egg005T(3).JPG,816,612,Soft-boiled eggs,458,245,601,360
egg005T(3).JPG,816,612,coin,116,250,178,309
egg005T(4).JPG,816,612,Soft-boiled eggs,502,268,612,409
egg005T(4).JPG,816,612,coin,141,260,202,318
egg005T(5).JPG,816,612,Soft-boiled eggs,458,316,592,421
egg005T(5).JPG,816,612,coin,135,300,196,359
egg005T(6).JPG,816,612,Soft-boiled eggs,571,272,688,408
egg005T(6).JPG,816,612,coin,108,223,165,283
egg005T(7).JPG,816,612,Soft-boiled eggs,555,343,687,440
egg005T(7).JPG,816,612,coin,130,333,187,387
egg005T(8).JPG,816,612,Soft-boiled eggs,517,312,621,445
egg005T(8).JPG,816,612,coin,76,314,134,366
egg006S(1).JPG,816,612,Soft-boiled eggs,487,317,610,435
egg006S(1).JPG,816,612,coin,106,391,175,462
egg006S(2).JPG,816,612,Soft-boiled eggs,466,275,634,396
egg006S(2).JPG,816,612,coin,92,341,167,412
egg006S(3).JPG,816,612,Soft-boiled eggs,487,264,611,378
egg006S(3).JPG,816,612,coin,112,327,182,404
egg006S(4).JPG,816,612,Soft-boiled eggs,489,293,648,408
egg006S(4).JPG,816,612,coin,115,357,189,427
egg006S(5).JPG,816,612,Soft-boiled eggs,508,300,626,417
egg006S(5).JPG,816,612,coin,103,366,173,433
egg006S(6).JPG,816,612,Soft-boiled eggs,530,317,704,440
egg006S(6).JPG,816,612,coin,34,390,107,460
egg006S(7).JPG,816,612,Soft-boiled eggs,505,258,630,375
egg006S(7).JPG,816,612,coin,116,329,188,399
egg006S(8).JPG,816,612,Soft-boiled eggs,464,292,619,408
egg006S(8).JPG,816,612,coin,88,365,160,435
egg006T(1).JPG,816,612,Soft-boiled eggs,525,286,694,402
egg006T(1).JPG,816,612,coin,122,217,189,278
egg006T(2).JPG,816,612,Soft-boiled eggs,580,272,711,433
egg006T(2).JPG,816,612,coin,163,234,230,303
egg006T(3).JPG,816,612,Soft-boiled eggs,489,288,640,404
egg006T(3).JPG,816,612,coin,79,270,142,337
egg006T(4).JPG,816,612,Soft-boiled eggs,547,252,664,399
egg006T(4).JPG,816,612,coin,113,228,176,287
egg006T(5).JPG,816,612,Soft-boiled eggs,512,291,670,403
egg006T(5).JPG,816,612,coin,115,248,176,304
egg006T(6).JPG,816,612,Soft-boiled eggs,488,231,615,389
egg006T(6).JPG,816,612,coin,151,212,220,278
egg006T(7).JPG,816,612,Soft-boiled eggs,504,243,668,358
egg006T(7).JPG,816,612,coin,115,205,180,270
egg006T(8).JPG,816,612,Soft-boiled eggs,549,266,666,413
egg006T(8).JPG,816,612,coin,127,240,189,303
egg007S(1).JPG,816,612,Soft-boiled eggs,503,269,638,388
egg007S(1).JPG,816,612,coin,126,343,193,404
egg007S(2).JPG,816,612,Soft-boiled eggs,563,242,740,362
egg007S(2).JPG,816,612,coin,67,312,136,376
egg007S(3).JPG,816,612,Soft-boiled eggs,586,299,726,416
egg007S(3).JPG,816,612,coin,68,363,138,431
egg007S(4).JPG,816,612,Soft-boiled eggs,566,276,742,396
egg007S(4).JPG,816,612,coin,71,342,140,408
egg007S(5).JPG,816,612,Soft-boiled eggs,593,278,723,395
egg007S(5).JPG,816,612,coin,74,352,141,412
egg007S(6).JPG,816,612,Soft-boiled eggs,578,231,755,350
egg007S(6).JPG,816,612,coin,78,303,149,369
egg007S(7).JPG,816,612,Soft-boiled eggs,494,207,659,326
egg007S(7).JPG,816,612,coin,123,284,191,350
egg007S(8).JPG,816,612,Soft-boiled eggs,518,246,647,364
egg007S(8).JPG,816,612,coin,109,325,175,390
egg007S(9).JPG,816,612,Soft-boiled eggs,455,238,626,358
egg007S(9).JPG,816,612,coin,93,316,160,384
egg007T(1).JPG,816,612,Soft-boiled eggs,495,322,667,430
egg007T(1).JPG,816,612,coin,161,267,225,327
egg007T(2).JPG,816,612,Soft-boiled eggs,462,236,597,412
egg007T(2).JPG,816,612,coin,267,235,335,301
egg007T(3).JPG,816,612,Soft-boiled eggs,430,243,605,371
egg007T(3).JPG,816,612,coin,200,202,266,267
egg007T(4).JPG,816,612,Soft-boiled eggs,416,259,541,431
egg007T(4).JPG,816,612,coin,171,225,238,288
egg007T(5).JPG,816,612,Soft-boiled eggs,393,275,556,390
egg007T(5).JPG,816,612,coin,184,245,247,303
egg007T(6).JPG,816,612,Soft-boiled eggs,396,292,508,442
egg007T(6).JPG,816,612,coin,185,261,244,314
egg007T(7).JPG,816,612,Soft-boiled eggs,492,205,626,382
egg007T(7).JPG,816,612,coin,72,185,143,253
egg007T(8).JPG,816,612,Soft-boiled eggs,494,308,665,425
egg007T(8).JPG,816,612,coin,128,256,200,316
egg007T(9).JPG,816,612,Soft-boiled eggs,503,265,637,438
egg007T(9).JPG,816,612,coin,131,255,203,319
fired_dough_twist001S(1).JPG,816,612,fired_dough_twist,373,181,674,301
fired_dough_twist001S(1).JPG,816,612,coin,95,245,172,315
fired_dough_twist001S(2).JPG,816,612,fired_dough_twist,396,258,685,371
fired_dough_twist001S(2).JPG,816,612,coin,66,320,139,390
fired_dough_twist001S(3).JPG,816,612,fired_dough_twist,369,232,659,344
fired_dough_twist001S(3).JPG,816,612,coin,13,292,86,363
fired_dough_twist001S(4).JPG,816,612,fired_dough_twist,383,230,676,339
fired_dough_twist001S(4).JPG,816,612,coin,101,291,176,360
fired_dough_twist001S(5).JPG,816,612,fired_dough_twist,437,225,720,337
fired_dough_twist001S(5).JPG,816,612,coin,61,282,139,352
fired_dough_twist001S(6).JPG,816,612,fired_dough_twist,371,236,676,354
fired_dough_twist001S(6).JPG,816,612,coin,92,293,165,364
fired_dough_twist001S(7).JPG,816,612,fired_dough_twist,401,227,686,341
fired_dough_twist001S(7).JPG,816,612,coin,48,284,123,357
fired_dough_twist001S(8).JPG,816,612,fired_dough_twist,398,228,695,352
fired_dough_twist001S(8).JPG,816,612,coin,101,286,175,359
fired_dough_twist001S(9).JPG,816,612,fired_dough_twist,419,225,702,336
fired_dough_twist001S(9).JPG,816,612,coin,68,286,144,356
fired_dough_twist001T(1).JPG,816,612,fired_dough_twist,432,151,538,417
fired_dough_twist001T(1).JPG,816,612,coin,147,136,207,195
fired_dough_twist001T(2).JPG,816,612,fired_dough_twist,468,159,592,468
